name,icon,id,description,members,gp_value,lowalch,limit,highalch
Dragon hasta,https://oldschool.runescape.wiki/images/Dragon_hasta.png,22731,A one-handed dragon hasta.,https://oldschool.runescape.wiki/images/Member_icon.png,62400,24960,70,37440
Dragon hasta(p),https://oldschool.runescape.wiki/images/Dragon_hasta(p).png,22734,"A poison-tipped, one-handed dragon hasta",https://oldschool.runescape.wiki/images/Member_icon.png,62400,24960,70,37440
Dragon hasta(p+),https://oldschool.runescape.wiki/images/Dragon_hasta(p+).png,22737,"A poison-tipped, one-handed dragon hasta",https://oldschool.runescape.wiki/images/Member_icon.png,62400,24960,70,37440
Dragon hasta(p++),https://oldschool.runescape.wiki/images/Dragon_hasta(p++).png,22740,"A poison-tipped, one-handed dragon hasta",https://oldschool.runescape.wiki/images/Member_icon.png,62400,24960,70,37440
Dragon hunter crossbow,https://oldschool.runescape.wiki/images/Dragon_hunter_crossbow.png,21012,A crossbow used for dragon hunting.,https://oldschool.runescape.wiki/images/Member_icon.png,80000,32000,8,48000
Dragon hunter lance,https://oldschool.runescape.wiki/images/Dragon_hunter_lance.png,22978,A lance that is exceptionally good at killing dragons and their ilk.,https://oldschool.runescape.wiki/images/Member_icon.png,300000,120000,8,180000
Dragon impling jar,https://oldschool.runescape.wiki/images/Dragon_impling_jar.png,11256,Dragon impling in a jar.,https://oldschool.runescape.wiki/images/Member_icon.png,50,20,18000,30
Dragon javelin,https://oldschool.runescape.wiki/images/Dragon_javelin.png,19484,A dragon tipped javelin.,https://oldschool.runescape.wiki/images/Member_icon.png,450,180,11000,270
Dragon javelin heads,https://oldschool.runescape.wiki/images/Dragon_javelin_heads_5.png,19582,Needs a shaft.,https://oldschool.runescape.wiki/images/Member_icon.png,1950,780,10000,1170
Dragon javelin(p),https://oldschool.runescape.wiki/images/Dragon_javelin(p).png,19486,A dragon tipped javelin.,https://oldschool.runescape.wiki/images/Member_icon.png,450,180,11000,270
Dragon javelin(p+),https://oldschool.runescape.wiki/images/Dragon_javelin(p+).png,19488,A dragon tipped javelin.,https://oldschool.runescape.wiki/images/Member_icon.png,450,180,11000,270
Dragon javelin(p++),https://oldschool.runescape.wiki/images/Dragon_javelin(p++).png,19490,A dragon tipped javelin.,https://oldschool.runescape.wiki/images/Member_icon.png,450,180,11000,270
Dragon kiteshield,https://oldschool.runescape.wiki/images/Dragon_kiteshield.png,21895,An ancient and powerful looking Dragon Kiteshield.,https://oldschool.runescape.wiki/images/Member_icon.png,1600000,640000,70,960000
Dragon kiteshield ornament kit,https://oldschool.runescape.wiki/images/Dragon_kiteshield_ornament_kit.png,22239,Use on a dragon kiteshield to make it look fancier!,https://oldschool.runescape.wiki/images/Member_icon.png,5000,2000,4,3000
Dragon knife,https://oldschool.runescape.wiki/images/Dragon_knife.png,22804,A finely balanced and powerful throwing knife.,https://oldschool.runescape.wiki/images/Member_icon.png,167,66,11000,100
Dragon knife(p),https://oldschool.runescape.wiki/images/Dragon_knife(p).png,22806,A finely balanced and powerful throwing knife.,https://oldschool.runescape.wiki/images/Member_icon.png,166,66,7000,99
Dragon knife(p+),https://oldschool.runescape.wiki/images/Dragon_knife(p+).png,22808,A finely balanced and powerful throwing knife.,https://oldschool.runescape.wiki/images/Member_icon.png,166,66,7000,99
Dragon knife(p++),https://oldschool.runescape.wiki/images/Dragon_knife(p++).png,22810,A finely balanced and powerful throwing knife.,https://oldschool.runescape.wiki/images/Member_icon.png,166,66,7000,99
Dragon legs/skirt ornament kit,https://oldschool.runescape.wiki/images/Dragon_legs+skirt_ornament_kit.png,12536,Use on dragon platelegs or plateskirt to make them look fancier!,https://oldschool.runescape.wiki/images/Member_icon.png,5000,2000,4,3000
Dragon limbs,https://oldschool.runescape.wiki/images/Dragon_limbs.png,21918,A pair of dragon crossbow limbs.,https://oldschool.runescape.wiki/images/Member_icon.png,35000,14000,10000,21000
Dragon longsword,https://oldschool.runescape.wiki/images/Dragon_longsword.png,1305,A very powerful sword.,https://oldschool.runescape.wiki/images/Member_icon.png,100000,40000,70,60000
Dragon mace,https://oldschool.runescape.wiki/images/Dragon_mace.png,1434,A spiky mace.,https://oldschool.runescape.wiki/images/Member_icon.png,50000,20000,70,30000
Dragon med helm,https://oldschool.runescape.wiki/images/Dragon_med_helm.png,1149,Makes the wearer pretty intimidating.,https://oldschool.runescape.wiki/images/Member_icon.png,100000,40000,8,60000
Dragon metal lump,https://oldschool.runescape.wiki/images/Dragon_metal_lump.png,22103,A badly damaged lump of dragon metal.,https://oldschool.runescape.wiki/images/Member_icon.png,150000,60000,50,90000
Dragon metal shard,https://oldschool.runescape.wiki/images/Dragon_metal_shard.png,22097,A badly damaged shard of dragon metal.,https://oldschool.runescape.wiki/images/Member_icon.png,1200000,480000,50,720000
Dragon metal slice,https://oldschool.runescape.wiki/images/Dragon_metal_slice.png,22100,A badly damaged slice of dragon metal.,https://oldschool.runescape.wiki/images/Member_icon.png,100000,40000,50,60000
Dragon necklace,https://oldschool.runescape.wiki/images/Dragon_necklace.png,1664,I wonder if this is valuable.,https://oldschool.runescape.wiki/images/Member_icon.png,18375,7350,10000,11025
Dragon pickaxe,https://oldschool.runescape.wiki/images/Dragon_pickaxe.png,11920,"If rocks could feel fear, they'd fear this.",https://oldschool.runescape.wiki/images/Member_icon.png,97950,39180,40,58770
Dragon pickaxe upgrade kit,https://oldschool.runescape.wiki/images/Dragon_pickaxe_upgrade_kit.png,12800,Makes a dragon pickaxe more beautiful.,https://oldschool.runescape.wiki/images/Member_icon.png,1600,640,50,960
Dragon platebody,https://oldschool.runescape.wiki/images/Dragon_platebody.png,21892,Provides excellent protection.,https://oldschool.runescape.wiki/images/Member_icon.png,2000000,800000,70,1200000
Dragon platebody ornament kit,https://oldschool.runescape.wiki/images/Dragon_platebody_ornament_kit.png,22236,Use on a dragon platebody to make it look fancier!,https://oldschool.runescape.wiki/images/Member_icon.png,5000,2000,4,3000
Dragon platelegs,https://oldschool.runescape.wiki/images/Dragon_platelegs.png,4087,These look pretty heavy.,https://oldschool.runescape.wiki/images/Member_icon.png,270000,108000,70,162000
Dragon plateskirt,https://oldschool.runescape.wiki/images/Dragon_plateskirt.png,4585,This looks pretty heavy.,https://oldschool.runescape.wiki/images/Member_icon.png,270000,108000,70,162000
Dragon scale dust,https://oldschool.runescape.wiki/images/Dragon_scale_dust.png,241,Finely ground scale of Dragon.,https://oldschool.runescape.wiki/images/Member_icon.png,52,20,13000,31
Dragon scimitar,https://oldschool.runescape.wiki/images/Dragon_scimitar.png,4587,"A vicious, curved sword.",https://oldschool.runescape.wiki/images/Member_icon.png,100000,40000,70,60000
Dragon scimitar ornament kit,https://oldschool.runescape.wiki/images/Dragon_scimitar_ornament_kit.png,20002,Use on the dragon scimitar to trim it with gold.,https://oldschool.runescape.wiki/images/Member_icon.png,5000,2000,4,3000
Dragon spear,https://oldschool.runescape.wiki/images/Dragon_spear.png,1249,A dragon tipped spear.,https://oldschool.runescape.wiki/images/Member_icon.png,62400,24960,70,37440
Dragon spear(p),https://oldschool.runescape.wiki/images/Dragon_spear(p).png,1263,A poisoned dragon tipped spear.,https://oldschool.runescape.wiki/images/Member_icon.png,62400,24960,70,37440
Dragon spear(p+),https://oldschool.runescape.wiki/images/Dragon_spear(p+).png,5716,A poisoned dragon tipped spear.,https://oldschool.runescape.wiki/images/Member_icon.png,62400,24960,70,37440
Dragon spear(p++),https://oldschool.runescape.wiki/images/Dragon_spear(p++).png,5730,A poisoned dragon tipped spear.,https://oldschool.runescape.wiki/images/Member_icon.png,62400,24960,70,37440
Dragon sq shield,https://oldschool.runescape.wiki/images/Dragon_sq_shield.png,1187,An ancient and powerful looking Dragon Square shield.,https://oldschool.runescape.wiki/images/Member_icon.png,500000,200000,70,300000
Dragon sq shield ornament kit,https://oldschool.runescape.wiki/images/Dragon_sq_shield_ornament_kit.png,12532,Use on a dragon square shield to make it look fancier!,https://oldschool.runescape.wiki/images/Member_icon.png,5000,2000,4,3000
Dragon sword,https://oldschool.runescape.wiki/images/Dragon_sword.png,21009,A razor sharp sword.,https://oldschool.runescape.wiki/images/Member_icon.png,72001,28800,70,43200
Dragon thrownaxe,https://oldschool.runescape.wiki/images/Dragon_thrownaxe.png,20849,A razor sharp throwing axe.,https://oldschool.runescape.wiki/images/Member_icon.png,750,300,11000,450
Dragon warhammer,https://oldschool.runescape.wiki/images/Dragon_warhammer.png,13576,"Spikey, close combat weapon.",https://oldschool.runescape.wiki/images/Member_icon.png,120000,48000,8,72000
Dragonbone necklace,https://oldschool.runescape.wiki/images/Dragonbone_necklace.png,22111,A necklace made out of dragon bones.,https://oldschool.runescape.wiki/images/Member_icon.png,80000,32000,8,48000
Dragonfire shield,https://oldschool.runescape.wiki/images/Dragonfire_shield_(uncharged).png,11284,"A heavy shield with a snarling, draconic visage.",https://oldschool.runescape.wiki/images/Member_icon.png,2000000,800000,8,1200000
Dragonfire ward,https://oldschool.runescape.wiki/images/Dragonfire_ward_(uncharged).png,22003,"A light shield with a haunting, skeletal visage.",https://oldschool.runescape.wiki/images/Member_icon.png,2000000,800000,8,1200000
Dragonfruit,https://oldschool.runescape.wiki/images/Dragonfruit.png,22929,A large ripe dragonfruit.,https://oldschool.runescape.wiki/images/Member_icon.png,95,38,11000,57
Dragonfruit pie,https://oldschool.runescape.wiki/images/Dragonfruit_pie.png,22795,Mmm dragonfruit pie.,https://oldschool.runescape.wiki/images/Member_icon.png,70,28,10000,42
Dragonfruit sapling,https://oldschool.runescape.wiki/images/Dragonfruit_sapling.png,22866,This sapling is ready to be replanted in a fruit tree patch.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,200,1
Dragonfruit tree seed,https://oldschool.runescape.wiki/images/Dragonfruit_tree_seed_5.png,22877,Plant in a plantpot of soil to grow a sapling.,https://oldschool.runescape.wiki/images/Member_icon.png,430,172,200,258
Dragonstone,https://oldschool.runescape.wiki/images/Dragonstone.png,1615,This looks valuable.,https://oldschool.runescape.wiki/images/Member_icon.png,10000,4000,11000,6000
Dragonstone amulet,https://oldschool.runescape.wiki/images/Dragonstone_amulet.png,1702,I wonder if I can get this enchanted.,https://oldschool.runescape.wiki/images/Member_icon.png,17625,7050,10000,10575
Dragonstone amulet (u),https://oldschool.runescape.wiki/images/Dragonstone_amulet_(u).png,1683,It needs a string so I can wear it.,https://oldschool.runescape.wiki/images/Member_icon.png,17625,7050,10000,10575
Dragonstone armour set,https://oldschool.runescape.wiki/images/Dragonstone_armour_set.png,23667,"A set containing dragonstone helmet, platebody, platelegs, boots and gauntlets.",https://oldschool.runescape.wiki/images/Member_icon.png,80000,32000,0,48000
Dragonstone bolt tips,https://oldschool.runescape.wiki/images/Dragonstone_bolt_tips_5.png,9193,Dragonstone bolt tips.,https://oldschool.runescape.wiki/images/Member_icon.png,667,266,11000,400
Dragonstone bolts,https://oldschool.runescape.wiki/images/Dragonstone_bolts_5.png,9341,Dragonstone tipped Runite crossbow bolts.,https://oldschool.runescape.wiki/images/Member_icon.png,967,386,11000,580
Dragonstone bolts (e),https://oldschool.runescape.wiki/images/Dragonstone_bolts_(e)_5.png,9244,Enchanted Dragonstone tipped Runite Crossbow Bolts.,https://oldschool.runescape.wiki/images/Member_icon.png,1063,425,11000,637
Dragonstone boots,https://oldschool.runescape.wiki/images/Dragonstone_boots.png,24043,A stylish pair of rune boots inlaid with dragonstones.,https://oldschool.runescape.wiki/images/Member_icon.png,12500,5000,0,7500
Dragonstone bracelet,https://oldschool.runescape.wiki/images/Dragonstone_bracelet.png,11115,I wonder if this is valuable.,https://oldschool.runescape.wiki/images/Member_icon.png,19125,7650,10000,11475
Dragonstone dragon bolts,https://oldschool.runescape.wiki/images/Dragonstone_dragon_bolts_5.png,21971,"Dragon crossbow bolts, tipped with dragonstone. Double dragon!",https://oldschool.runescape.wiki/images/Member_icon.png,995,398,11000,597
Dragonstone dragon bolts (e),https://oldschool.runescape.wiki/images/Dragonstone_dragon_bolts_(e)_5.png,21948,"Enchanted Dragon crossbow bolts, tipped with dragonstone. Double dragon!",https://oldschool.runescape.wiki/images/Member_icon.png,1150,460,11000,690
Dragonstone full helm,https://oldschool.runescape.wiki/images/Dragonstone_full_helm.png,24034,A stylish rune full helm inlaid with dragonstones.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,35200,14080,0,21120
Dragonstone gauntlets,https://oldschool.runescape.wiki/images/Dragonstone_gauntlets.png,24046,A stylish pair of rune gauntlets inlaid with dragonstones.,https://oldschool.runescape.wiki/images/Member_icon.png,12500,5000,0,7500
Dragonstone platebody,https://oldschool.runescape.wiki/images/Dragonstone_platebody.png,24037,A stylish rune platebody inlaid with dragonstones.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,65000,26000,0,39000
Dragonstone platelegs,https://oldschool.runescape.wiki/images/Dragonstone_platelegs.png,24040,A stylish pair of rune platelegs inlaid with dragonstones.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,64000,25600,0,38400
Dragonstone ring,https://oldschool.runescape.wiki/images/Dragonstone_ring.png,1645,A valuable ring.,https://oldschool.runescape.wiki/images/Member_icon.png,17625,7050,10000,10575
Drake bones,https://oldschool.runescape.wiki/images/Drake_bones.png,22783,The bones of a ferocious Drake.,https://oldschool.runescape.wiki/images/Member_icon.png,160,64,7500,96
Drake's claw,https://oldschool.runescape.wiki/images/Drake's_claw.png,22957,The claw of a ferocious drake. They could be combined with the boots of stone.,https://oldschool.runescape.wiki/images/Member_icon.png,100000,40000,15,60000
Drake's tooth,https://oldschool.runescape.wiki/images/Drake's_tooth.png,22960,The tooth of a ferocious drake. They could be combined with holy sandals.,https://oldschool.runescape.wiki/images/Member_icon.png,100000,40000,70,60000
Draynor manor teleport (tablet),https://oldschool.runescape.wiki/images/Draynor_manor_teleport_(tablet).png,19615,A teleport to Draynor Manor.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,10000,1
Drift net,https://oldschool.runescape.wiki/images/Drift_net.png,21652,"A very large net, too big to be used by hand.",https://oldschool.runescape.wiki/images/Member_icon.png,20,8,600,12
Druid's robe,https://oldschool.runescape.wiki/images/Druid's_robe.png,538,Keeps a druid's knees nice and warm.,https://oldschool.runescape.wiki/images/Member_icon.png,30,12,125,18
Druid's robe top,https://oldschool.runescape.wiki/images/Druid's_robe_top.png,540,I feel closer to the gods when I am wearing this.,https://oldschool.runescape.wiki/images/Member_icon.png,40,16,125,24
Drunk dragon,https://oldschool.runescape.wiki/images/Drunk_dragon.png,2092,A warm creamy alcoholic beverage.,https://oldschool.runescape.wiki/images/Member_icon.png,30,12,2000,18
